标题,来源,下载方式,链接
中国髋关节置换入路选择临床实践指南（2021年版）,"中华医学会骨科学分会(COA,Chinese Orthopaedic Association)",站内免费下载,https://guide.medlive.cn/guideline/25150
互联网医院开展艾滋病相关医疗服务专家共识,中国感染病相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/24861
儿童血友病家庭治疗专家共识,中国血友病协作组,站内免费下载,https://guide.medlive.cn/guideline/24947
聚乙二醇洛塞那肽临床应用专家共识,中国药学会医院药学专业委员会,站内免费下载,https://guide.medlive.cn/guideline/24865
儿童上气道炎症性疾病联合治疗专家共识,中国医师协会儿科医师分会儿童耳鼻咽喉专业委员会,站内免费下载,https://guide.medlive.cn/guideline/24946
2021 SMFM咨询系列#59：镇痛和麻醉在母胎手术中的应用,"母胎医学会(SMFM,Society for Maternal-Fetal Medicine)",第三方数据库下载,https://guide.medlive.cn/guideline/25078
主要慢性病人群流感疫苗和肺炎球菌疫苗接种专家共识,"中华预防医学会(CPMA,Chinese Preventive Medicine Association)",站内免费下载,https://guide.medlive.cn/guideline/24873
化疗所致周围神经病理性疼痛中西医诊治专家共识,中国中西医结合疼痛学会,站内免费下载,https://guide.medlive.cn/guideline/24901
胰岛素注射相关皮下脂肪增生防治中国专家共识,"中华医学会糖尿病学分会(CDS,Chinese Diabetes Society)",会员可通过APP阅读,https://guide.medlive.cn/guideline/24869
抑郁症基层诊疗指南（2021年）,"中华医学会(CMA,Chinese Medical Association)",会员可通过APP阅读,https://guide.medlive.cn/guideline/24879
子宫内膜异位症诊治指南（第三版）,中国医师协会妇产科医师分会,有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/24880
广泛性焦虑障碍基层诊疗指南（2021年）,"中华医学会(CMA,Chinese Medical Association)",会员可通过APP阅读,https://guide.medlive.cn/guideline/24881
眼内液病毒核酸检测流程及临床规范化应用专家共识,中国医学装备协会眼科专业委员会,站内免费下载,https://guide.medlive.cn/guideline/24867
中国儿童全血C反应蛋白检测系统性能评价标准建立专家共识,中国妇幼保健协会临床诊断与实验医学分会,站内免费下载,https://guide.medlive.cn/guideline/24845
加拿大麻醉医师学会：麻醉实践指南（2022修订版）,"加拿大麻醉医师学会(CAS,Canadian Anesthesiologists' Society)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/24825
2021 AUA/SMSNA指南：射精障碍,"美国泌尿外科学会(AUA,American Urological Association)",站内免费下载,https://guide.medlive.cn/guideline/24823
2021 澳大利亚共识声明：非放射学中轴型脊柱关节炎的评估和管理,国外风湿免疫科相关专家小组,有其他版本站内免费下载,https://guide.medlive.cn/guideline/24814
2021 SFRO共识：心脏植入式电子设备患者的放射疗法,"法国放射肿瘤学学会(SFRO,French society for radiation oncology)",站内免费下载,https://guide.medlive.cn/guideline/24962
儿童哮喘小气道功能障碍评估及治疗专家共识,上海市医学会(ShangHai Medical Association),会员可通过APP阅读,https://guide.medlive.cn/guideline/24853
儿童颅脑创伤诊治中国专家共识,中华医学会神经外科学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/25082
河南省肿瘤诊疗质量控制中心早期乳腺癌手术治疗专家共识,河南省肿瘤诊疗质量控制中心乳腺癌专家委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/25047
河南省肿瘤诊疗质量控制中心乳腺癌新辅助治疗专家共识,河南省肿瘤诊疗质量控制中心乳腺癌专家委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/25034
乳腺癌术后上肢淋巴水肿诊治指南与规范（2021年版）,中华医学会整形外科学分会,站内免费下载,https://guide.medlive.cn/guideline/24843
心脏再同步治疗慢性心力衰竭的中国专家共识（2021年修订版）,中华医学会心电生理和起搏分会,有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/24878
中国家族遗传性肿瘤临床诊疗专家共识（2021年版）（2）—家族遗传性卵巢癌,中国抗癌协会家族遗传性肿瘤专业委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/24885
心肌病抗凝治疗中国专家共识,中国医疗保健国际交流促进会,站内免费下载,https://guide.medlive.cn/guideline/24818
中国儿童系统性红斑狼疮诊断与治疗指南,中华医学会儿科学分会免疫学组,有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/24790
创伤性盆腔出血介入治疗专家共识,中华医学会急诊医学分会,站内免费下载,https://guide.medlive.cn/guideline/24805
中国家族遗传性肿瘤临床诊疗专家共识（2021年版）(1)—家族遗传性乳腺癌,中国抗癌协会家族遗传性肿瘤专业委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/24872
2021 SFRO建议：放射治疗在膀胱癌管理中的作用,"法国放射肿瘤学学会(SFRO,French society for radiation oncology)",站内免费下载,https://guide.medlive.cn/guideline/24863
2021 国际多学科共识声明：射频消融及相关超声引导消融技术治疗良恶性甲状腺疾病,"美国头颈学会(AHNS,American Head and Neck Society)",站内免费下载,https://guide.medlive.cn/guideline/24781
2021 SFRO指南：前列腺癌近距离放射治疗,"法国放射肿瘤学学会(SFRO,French society for radiation oncology)",站内免费下载,https://guide.medlive.cn/guideline/24967
2021 多学科指南：妊娠期肾结石的管理,国外泌尿外科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/24937
急性气管-支气管炎中医诊疗指南,中华中医药学会内科分会肺系病专业委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/24827
2021 IAPM指南：降低发展中国家孕产妇死亡率的先兆子痫的筛查、预测、预防和管理,"国际围产期医学学会(IAPM,International Academy of Perinatal Medicine)",站内免费下载,https://guide.medlive.cn/guideline/24802
2021 ESGE指南：治疗性超声内镜,"欧洲胃肠道内窥镜学会(ESGE,European Society of Gastrointestinal Endoscopy)",第三方数据库下载,https://guide.medlive.cn/guideline/24779
2021 德国指南：成人急诊氧疗,德国呼吸学会(German Respiratory Society),第三方数据库下载,https://guide.medlive.cn/guideline/24831
2021 WHO指南：宫颈癌预防中宫颈癌前病变的筛查和治疗(第2版)——人乳头瘤病毒（HPV ）mRNA检测,"世界卫生组织(WHO,The World Health Organization)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/24830
2021共识建议：芦可替尼在骨髓纤维化治疗中的应用（更新版）,国外血液科相关专家小组,站内免费下载,https://guide.medlive.cn/guideline/24811
2021 ESGE/ESGENA立场声明：胃肠内镜检查和COVID-19（疫苗和病毒变异时代的更新）,"欧洲胃肠道内窥镜学会(ESGE,European Society of Gastrointestinal Endoscopy)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/24768
2021 ESA立场声明：成人原发性甲状旁腺功能亢进的评估和药物治疗,"澳大利亚内分泌学会(ESA,Endocrine Society of Australia)",站内免费下载,https://guide.medlive.cn/guideline/24763
儿童肿瘤溶解综合征诊疗指南,中国抗癌协会小儿肿瘤专业委员会,站内免费下载,https://guide.medlive.cn/guideline/24955
2021 CNGOF临床实践指南：与妇科手术相关的浅表子宫内膜异位症和粘连的预防,"法国国家妇产科医生协会(CNGOF,collège national des gynécologues et obstétriciens francais)",站内免费下载,https://guide.medlive.cn/guideline/25697
创面修复科病史采集全国专家共识（2021年版）,中华医学会烧伤外科学分会,站内免费下载,https://guide.medlive.cn/guideline/24784
中国儿童肥胖的评估、治疗和预防指南,《中国儿童肥胖的评估、治疗和预防指南》专家组,站内免费下载,https://guide.medlive.cn/guideline/24689
肿瘤临床研究受试者知情同意共识（2021版）,中国抗癌协会医学伦理学专业委员会,站内免费下载,https://guide.medlive.cn/guideline/25050
河南省肿瘤诊疗质量控制中心早期乳腺癌内分泌治疗专家共识,河南省肿瘤诊疗质量控制中心乳腺癌专家委员会,站内免费下载,https://guide.medlive.cn/guideline/25041
河南省肿瘤诊疗质量控制中心晚期乳腺癌专家共识,河南省肿瘤诊疗质量控制中心乳腺癌专家委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/25033
中国帕金森病重复经颅磁刺激治疗指南,中国医师协会神经内科医师分会,站内免费下载,https://guide.medlive.cn/guideline/24770
2021 AHPBA指南：胰腺手术中VTE预防和抗凝管理,"美国肝胰胆协会(AHPBA,American Hepato-Pancreato-Biliary Association)",站内免费下载,https://guide.medlive.cn/guideline/25005
获得性免疫缺陷综合征相关耶氏肺孢子菌肺炎影像学诊断专家共识,"中国研究型医院学会(CRHA,Chinese Research Hospital Association)",有解读站内免费下载,https://guide.medlive.cn/guideline/24817
齐拉西酮注射液超说明书用药的中国专家共识,中国精神科相关专家小组,站内免费下载,https://guide.medlive.cn/guideline/24806
慢性肾脏病患者功能评估及康复服务规范,中国康复医学会(Chinese Association Of Rehabilitation Medicine),站内免费下载,https://guide.medlive.cn/guideline/24789
早泄中西医融合药物治疗专家共识,北京中医药学会男科疾病专家共识组,站内免费下载,https://guide.medlive.cn/guideline/24822
成人急性呼吸道病毒感染急诊诊疗专家共识,成人急性呼吸道病毒感染急诊诊疗专家共识组,会员可通过APP阅读,https://guide.medlive.cn/guideline/24794
阿尔茨海默病脑健康营养干预专家共识,"中华医学会肠外肠内营养学分会(CSPEN,Chinese Society for Parenteral and Enteral Nutrition)",站内免费下载,https://guide.medlive.cn/guideline/24810
通塞脉片/胶囊治疗周围血管疾病临床应用专家共识,"中华中医药学会(CACM,China Association of Chinese Medcine)",站内免费下载,https://guide.medlive.cn/guideline/24824
中医康复临床实践指南·缺血性脑卒中（脑梗死）,中医康复临床实践指南·缺血性脑卒中（脑梗死）制定工作组,站内免费下载,https://guide.medlive.cn/guideline/24813
乳腺疾病腔镜手术专家共识及操作指南（2021版）,中国医师协会微无创分会乳腺专家委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/24804
2021 昆士兰临床指南：产科护理（V.3）,"昆士兰卫生组织(QLD,Queensland Health)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/24797
2021 昆士兰临床指南：缺血缺氧性脑病（V.10）,"昆士兰卫生组织(QLD,Queensland Health)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/24793
脑卒中防治科普宣教专家共识,湖北省脑卒中防治中心科普宣教专家组,站内免费下载,https://guide.medlive.cn/guideline/24767
2021 ASN指南：Alport综合征的基因检测和管理,"美国肾脏病学会(ASN,American Society of Nephrology)",站内免费下载,https://guide.medlive.cn/guideline/24764
2021 APLAR临床实践指南：痛风的治疗,"亚太风湿病学联盟协会(APLAR,Asia Pacific League of Associations for Rheumatology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/24761
2022 ADA 糖尿病医学诊疗标准,"美国糖尿病学会(ADA,American Diabetes Association)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/24757
2021 BHIVA指南：HIV-2的管理,"英国艾滋病协会(BHIVA,British HIV Association)",第三方数据库下载,https://guide.medlive.cn/guideline/24753
2021 循证指南：院前疼痛管理建议,国外急诊/重症相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/24752
非酒精性脂肪性肝病中医诊疗指南（患者科普版）,中华中医药学会脾胃病分会,站内免费下载,https://guide.medlive.cn/guideline/24769
中国慢性呼吸道疾病呼吸康复管理指南（2021年）,中国医师协会呼吸医师分会,有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/25265
2021 ASPMN立场声明：基于疼痛强度的阿片类药物剂量的处方和管理（更新版）,"美国疼痛治疗护理学会(ASPMN,American Society for Pain Management Nursing)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/24782
2021 AICE共识声明：血友病患者慢性滑膜炎的诊断和治疗,"意大利血友病中心协会(AICE,Italian Association of Haemophilia Centres)",站内免费下载,https://guide.medlive.cn/guideline/24756
2021 ESA立场声明：成人原发性甲状旁腺功能亢进的手术治疗和术后随访,"澳大利亚内分泌学会(ESA,Endocrine Society of Australia)",站内免费下载,https://guide.medlive.cn/guideline/24754
2021 加拿大专家共识：癌症相关血栓形成的治疗流程,国外肿瘤科相关专家小组（统称）,有其他版本站内免费下载,https://guide.medlive.cn/guideline/24780
支气管镜操作围手术期雾化治疗专家共识,中华医学会呼吸病学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/24778
慢性阻塞性肺疾病糖皮质激素规范管理专家共识,慢性阻塞性肺疾病糖皮质激素规范管理专家共识,会员可通过APP阅读,https://guide.medlive.cn/guideline/24777
2021更新版—2012 NICE指南：≥12岁人群头痛的诊断和管理（CG.150）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/24773
2021 循证指南：肘部尺神经病变的神经肌肉超声诊断,国外影像科相关专家小组,站内免费下载,https://guide.medlive.cn/guideline/24746
2021 ESGAR/EAES/EFISDS/ESGE联合指南：胆囊息肉的管理和随访,"欧洲胃肠道和腹部放射学会(ESGAR,European Society of Gastrointestinal and Abdominal Radiology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/24741
国际血瘀证诊断指南,世界中医药学会联合会,站内免费下载,https://guide.medlive.cn/guideline/25168
2021 SFRO建议：放射治疗在原发性阴道癌治疗中的作用,"法国放射肿瘤学学会(SFRO,French society for radiation oncology)",站内免费下载,https://guide.medlive.cn/guideline/24974
2021 ASSFN立场声明：激光间质热疗治疗耐药性癫痫,"美国立体定向与功能神经外科学会(ASSFN,American Society for Stereotactic and Functional Neurosurgery)",站内免费下载,https://guide.medlive.cn/guideline/24904
儿童烧伤预防和现场救治专家共识,中华医学会儿科学分会,站内免费下载,https://guide.medlive.cn/guideline/24734
2021 EBMT/JACIE/EHA最佳实践建议：接受CAR-T细胞治疗的成人和儿童的管理,"欧洲血液和骨髓移植学会(EBMT,European Society for Blood and Marrow Transplantation)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/24758
2021 JOA临床实践指南：肱骨外上髁炎的管理,"日本骨科学会(JOA,Japanese Orthopaedic Association)",站内免费下载,https://guide.medlive.cn/guideline/24749
2021 ESCMID指南：多重耐药革兰氏阴性杆菌感染的治疗,"欧洲临床微生物与感染性疾病学会(ESCMID,European Society of Clinical Microbiology and Infectious Diseases)",第三方数据库下载,https://guide.medlive.cn/guideline/24747
2021 意大利临床实践指南：成人非酒精性脂肪性肝病,"意大利肝病学会(AISF,Italian Association for the Study of the Liver)",站内免费下载,https://guide.medlive.cn/guideline/24730
子宫颈原位腺癌诊断与管理的中国专家共识 （2021年版）,中国医师协会妇产科医师分会,站内免费下载,https://guide.medlive.cn/guideline/24759
中成药治疗痛经临床应用指南（2021年）,《中成药治疗优势病种临床应用指南》标准化项目组,站内免费下载,https://guide.medlive.cn/guideline/24755
帕金森病运动处方专家共识,上海中西医结合学会慢性神经系统疾病专业委员会,站内免费下载,https://guide.medlive.cn/guideline/24732
脂蛋白(a) 与心血管疾病风险关系及临床管理的专家科学建议,北京心脏学会(Beijing Heart Society),有其他版本站内免费下载,https://guide.medlive.cn/guideline/24808
盆腔脓肿介入治疗专家共识（2021年版）,中国妇幼保健协会放射介入专业委员会,站内免费下载,https://guide.medlive.cn/guideline/24787
缺血性脑卒中住院患者血压变异性管理上海专家建议,上海卒中学会,站内免费下载,https://guide.medlive.cn/guideline/24740
间变性淋巴瘤激酶抑制剂不良反应管理西南专家建议（2021年版）,中国肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/24762
院内血糖管理信息系统建设与应用专家共识,《院内血糖管理信息系统建设与应用专家共识》制订专家组,站内免费下载,https://guide.medlive.cn/guideline/24731
2021 EADV欧洲建议：免疫检查点抑制剂引起的皮肤不良事件的管理,"欧洲皮肤病与性病学会(EADV,European Academy of Dermatology and Venereology)",站内免费下载,https://guide.medlive.cn/guideline/24735
2021更新版—2020 NICE指南：前列腺癌（NG.131）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/24728
2021更新版—2020 NICE指南：结直肠癌（NG.151）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/24727
2021 AHA科学声明：妊娠期高血压的诊断、血压目标和药物治疗,"美国心脏协会(AHA,American Heart Association)",第三方数据库下载,https://guide.medlive.cn/guideline/24724
2021 ATS临床实践指南：婴儿、儿童和青少年早产后呼吸道疾病的门诊呼吸管理,"美国胸科学会(ATS,American Thoracic Society)",第三方数据库下载,https://guide.medlive.cn/guideline/24723
2021 ICOS共识声明：癌症治疗心血管毒性的定义,"国际心脏肿瘤学会(ICOS,International Cardio-Oncology Society)",站内免费下载,https://guide.medlive.cn/guideline/24844
2021 EAU指南：帕博利珠单抗辅助治疗肾细胞癌（更新）,"欧洲泌尿外科学会(EAU,European Association of Urology)",站内免费下载,https://guide.medlive.cn/guideline/24748
2021 ESGE/ESGENA立场声明：胃肠内镜手术安全检查表实施指导,"欧洲胃肠道内窥镜学会(ESGE,European Society of Gastrointestinal Endoscopy)",第三方数据库下载,https://guide.medlive.cn/guideline/24729
2021 多学科协作共识指南：SARS-CoV-2感染患者急性后遗症后认知症状的评估和治疗,"美国物理医学与康复学会(AAPM&R,American Academy of Physical Medicine & Rehabilitation)",站内免费下载,https://guide.medlive.cn/guideline/25014
2021 SFRO指南：体外放射治疗和近距离放射治疗（第3版）,"法国放射肿瘤学学会(SFRO,French society for radiation oncology)",站内免费下载,https://guide.medlive.cn/guideline/24862
2021 CSACI立场声明：现有肾上腺素自动注射器过渡建议,"加拿大过敏及临床免疫学会(CSACI,Canadian Society of Allergy and Clinical Immunology)",站内免费下载,https://guide.medlive.cn/guideline/24712
2021 ILAE/IFCN临床实践指南：住院患者长期视频脑电图监测的最低标准,"国际抗癫痫联盟(ILAE,International League Against Epilepsy)",站内免费下载,https://guide.medlive.cn/guideline/24700
2021 共识指南：PCSK9抑制剂在脑卒中患者血管事件的二级预防中的应用,国外神经内科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/24832
2021 ELN建议：骨髓发育不良的流式细胞术分析—分析前和技术问题,"欧洲白血病网(ELN,European LeukmiaNet)",站内免费下载,https://guide.medlive.cn/guideline/24688
2021 SFP临床建议：手术流产疼痛控制-第2部分：中度镇静、深度镇静以及全身麻醉,"美国计划生育学会(SFP,Society of Family Planning)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/25696
国际中医临床实践指南：糖脂代谢病,世界中医药学会联合会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/24696
强直性脊柱炎长期管理专家共识（2021年）,北京中西医结合学会风湿病专业委员会,站内免费下载,https://guide.medlive.cn/guideline/24745
慢性便秘围手术期处理中国专家共识（2021版）,中国医师协会肛肠分会,站内免费下载,https://guide.medlive.cn/guideline/25333
2021 ICU内COVID-19重症患者管理建议,国外急诊/重症相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/24719
2021 SFR建议：慢性炎症性风湿病患者的饮食建议,"法国风湿病学学会(SFR,French Society for Rheumatology)",站内免费下载,https://guide.medlive.cn/guideline/24714
鼻咽癌患者的营养治疗共识,中国抗癌协会肿瘤营养与支持治疗专业委员会,站内免费下载,https://guide.medlive.cn/guideline/25200
2021 APSC共识建议：血脂异常,"亚太心脏病学会(APSC,Asia-Pacific Society of Cardiology)",站内免费下载,https://guide.medlive.cn/guideline/24929
2021 循证共识建议：IgA血管炎的达标治疗,国外风湿免疫科相关专家小组,站内免费下载,https://guide.medlive.cn/guideline/24742
2021 国际多学科共识声明：体外膜肺氧合治疗在接受造血干细胞移植和免疫效应细胞治疗的儿童中的应用,国外儿科相关医学专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/24703
2021 ACC/AHA/SCAI指南：冠状动脉血运重建（执行概要）,"美国心脏病学会(ACC,American College of Cardiology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/24681
2021 ACC/AHA/SCAI指南：冠状动脉血运重建,"美国心脏病学会(ACC,American College of Cardiology)",有解读有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/24677
2021 NICE指南：盆底功能障碍的预防和非手术治疗（NG.210）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",第三方数据库下载,https://guide.medlive.cn/guideline/24673
2021 BC指南：心血管疾病的一级预防,"不列颠哥伦比亚省临床实践指南中心(BC,Clinical Practice Guidelines and Protocols in British Columbia)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/25146
2021 工作组建议：女性慢性炎症性肠病（慢性IBD）患者妊娠期间护理,国外消化科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/24705
2021 波兰指南：血脂异常的诊断和治疗,国外心血管相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/24699
桥本氏甲状腺炎中西医结合质量控制指标体系北京专家共识（2021版）,北京中西医结合学会甲状腺病专业委员会,站内免费下载,https://guide.medlive.cn/guideline/24680
2021 INMSG共识声明：甲状腺和甲状旁腺手术中神经监测的知情同意,"国际神经监测学组(INMSG,International Neural Monitoring Study Group)",站内免费下载,https://guide.medlive.cn/guideline/24791
2021 MSIF指南：多发性硬化的超说明书治疗,"多发性硬化国际联合会(MSIF,Multiple Sclerosis International Federation)",站内免费下载,https://guide.medlive.cn/guideline/24710
2021 AAN实践指南：无癫痫发作患者停用抗癫痫药（更新版）,"美国神经病学学会(AAN,American Academy of Neurology)",有翻译第三方数据库下载,https://guide.medlive.cn/guideline/24669
2021 ESC意见书：急性肺栓塞后最佳随访,"欧洲心脏病学会(ESC,European Society of Cardiology)",第三方数据库下载,https://guide.medlive.cn/guideline/24663
2021 USPSTF建议声明：预防5岁以下儿童龋齿的筛查和干预措施,"美国预防医学工作组(USPSTF,U.S. Preventive Services Task Force)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/24658
2021 多学科协作共识指南：SARS-CoV-2感染患者急性后遗症后呼吸不适和呼吸后遗症的评估和治疗,"美国物理医学与康复学会(AAPM&R,American Academy of Physical Medicine & Rehabilitation)",站内免费下载,https://guide.medlive.cn/guideline/25013
