标题,来源,下载方式,链接
2017 St.Gallen共识：安全实施经肛门全直肠系膜切除术,国外肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/21231
超声引导下真空辅助乳腺活检手术专家共识及操作指南（2017版）,中华医学会外科学分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/14636
胰头癌三维可视化精准诊治专家共识,中华医学会外科学分会胰腺外科学组,站内免费下载,https://guide.medlive.cn/guideline/14627
2017 ASCRS临床实践指南：结直肠手术静脉血栓栓塞性疾病的预防,"美国结肠和直肠外科医师学会(ASCRS,American Society of Colon and Rectal Surgeons)",站内免费下载,https://guide.medlive.cn/guideline/14623
2017 EPCCS实践指南：基层医疗中心衰的诊断和管理,"欧洲心血管初级保健学会(EPCCS,European Primary Care Cardiovascular Society)",站内免费下载,https://guide.medlive.cn/guideline/14645
2018 ADA 糖尿病医学诊疗标准,"美国糖尿病学会(ADA,American Diabetes Association)",有解读有翻译有其他版本站内免费下载,https://guide.medlive.cn/guideline/14626
2017 EAN/ESO共识声明：卒中院前管理,"欧洲神经病学学会(EAN,European Academy of Neurology)",站内免费下载,https://guide.medlive.cn/guideline/14622
2017 ERS声明：1-23月儿童阻塞性睡眠障碍性呼吸,"欧洲呼吸学会(ERS,European Respiratory Society)",有解读第三方数据库下载,https://guide.medlive.cn/guideline/14620
2017 EASO实践建议：减重术后医学管理,"欧洲肥胖症研究学会(EASO,European Association for the Study of Obesity)",站内免费下载,https://guide.medlive.cn/guideline/14605
2017 HKUA/HKSUO共识声明：转移性前列腺癌的管理,"香港泌尿外科协会(HKUA,Hong Kong Urological Association)",站内免费下载,https://guide.medlive.cn/guideline/14611
2017 EAU指南：转移性肾透明细胞癌的一线治疗,"欧洲泌尿外科学会(EAU,European Association of Urology)",站内免费下载,https://guide.medlive.cn/guideline/14628
2017 SOGC临床实践指南：年龄相关生育力下降的卵子冷冻保存（No.356）,"加拿大妇产科医生协会(SOGC,Society of Obstetricians and Gynaecologists of Canada)",站内免费下载,https://guide.medlive.cn/guideline/15157
ICD-11精神与行为障碍(草案）关于强迫及相关障碍诊断标准的进展,上海交通大学医学院附属精神卫生中心临床心理科,站内免费下载,https://guide.medlive.cn/guideline/23245
感染性疾病相关个体化医学分子检测技术指南,"中华人民共和国国家卫生和计划生育委员会(NHFPC,National Health and Family Planning Commission of China)",站内免费下载,https://guide.medlive.cn/guideline/14607
2017 KSID临床指南：社区获得性皮肤和软组织感染的抗生素治疗,"韩国感染病学会(KSID,Korean Society of Infectious Diseases)",站内免费下载,https://guide.medlive.cn/guideline/14786
中国急性心力衰竭急诊临床实践指南(2017),"中国医师协会急诊医师分会(CHINESE COLLEGE OF EMERGENCY PHYSICANS,CCEP)",有其他版本站内VIP下载,https://guide.medlive.cn/guideline/14582
2017 ACOG实践简报：神经管缺陷（No.187）,"美国妇产科医师学会(ACOG,American College of Obstetricians and Gynecologists)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/14617
2017 香港共识声明：成人肠易激综合征的治疗现况,香港肠易激综合征咨询委员会(Hong Kong Advisory Council on Irritable Bowel Syndrome),站内免费下载,https://guide.medlive.cn/guideline/14643
医学模拟中心建设标准专家共识(2017),中国医师协会毕业后医学模拟教育专家委员会,站内免费下载,https://guide.medlive.cn/guideline/23250
基因多态性与抗栓药物临床应用专家建议,中国心胸血管麻醉学会,站内免费下载,https://guide.medlive.cn/guideline/21420
2017 KSThR/KSR指南：甲状腺结节初步影像学检查和活检方法,"韩国甲状腺放射学会(KSThR,Korean Society of Thyroid Radiology)",站内免费下载,https://guide.medlive.cn/guideline/15891
中国儿童青少年身体活动指南,中国儿童青少年身体活动指南制作工作组,站内免费下载,https://guide.medlive.cn/guideline/15487
经胸前入路腔镜甲状腺手术专家共识（2017版）,中国医师协会外科医师分会,站内免费下载,https://guide.medlive.cn/guideline/14650
乳腺癌植入式静脉输液港临床应用专家共识及技术操作指南（2017 版）,中华医学会外科学分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/14632
创伤失血性休克诊治中国急诊专家共识,"中国医师协会急诊医师分会(CHINESE COLLEGE OF EMERGENCY PHYSICANS,CCEP)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/14574
2017 AAO临床指南：糖尿病视网膜病变（更新版）,"美国眼科学会(AAO,American Academy of Ophthalmology)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/16440
2017 MMS共识声明：原发性线粒体病患者管理标准,"线粒体医学会(MMS,Mitochondrial Medicine Society)",有解读第三方数据库下载,https://guide.medlive.cn/guideline/16840
2017 欧洲盆腔炎性疾病管理指南,"国际性病控制联盟(IUSTI,International Union Against Sexually Transmitted Infections)",站内免费下载,https://guide.medlive.cn/guideline/14593
2017 ACC专家共识：口服抗凝药患者出血管理的决策路径,"美国心脏病学会(ACC,American College of Cardiology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/14580
2017 BSSM指南：成人睾酮素缺乏,"英国性医学学会(BSSM,British Society for Sexual Medicine)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/14599
2017 新西兰儿童和青少年哮喘指南,新西兰哮喘和呼吸疾病基金会(Asthma and Respiratory Foundation NZ),站内免费下载,https://guide.medlive.cn/guideline/14600
2017 共识建议：接受阿片类药物治疗的慢性疼痛患者合理的尿液药物监测,"美国疼痛医学学会(AAPM,American Academy of Pain Medicine)",站内免费下载,https://guide.medlive.cn/guideline/14604
2017 基于影像学的与结节性硬化症相关的血管平滑肌脂肪瘤的诊断和管理建议,肾脏病相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/14644
2017 BAP共识指南：自闭症谱系障碍的评估，治疗和研究,"英国精神药理协会(BAP,British Association for Psychopharmacology)",有翻译第三方数据库下载,https://guide.medlive.cn/guideline/14655
2017 ATS技术声明：肺功能报告标准建议,"美国胸科学会(ATS,American Thoracic Society)",有解读站内免费下载,https://guide.medlive.cn/guideline/14661
2017 NTAC立场声明：干扰素-γ释放试验检测潜伏结核感染,"国家结核病咨询委员会(NTAC,National Tuberculosis Advisory Committee)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/15729
2017 EULAR标准化程序：超声影像在风湿病中的应用,"欧洲抗风湿病联盟(EULAR,The European League Against Rheumatism)",有翻译站内免费下载,https://guide.medlive.cn/guideline/15943
2017 ANZSGM立场声明：老年人痴呆,"澳大利亚和新西兰老年医学会(ANZSGM,Australian and New Zealand Society for Geriatric Medicine)",站内免费下载,https://guide.medlive.cn/guideline/16118
ABO血型不相容亲属活体肾移植临床诊疗指南（2017版）,中华医学会器官移植学分会,有其他版本站内VIP下载,https://guide.medlive.cn/guideline/15179
新生儿重症监护病房神经行为发育评估方法专家指导意见,中华医学会儿科学分会,站内免费下载,https://guide.medlive.cn/guideline/15138
主动脉夹层诊断与治疗规范中国专家共识,中国医师协会心血管外科医师分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/15126
铝镁匹林片(Ⅱ) 在心脑血管疾病中的临床应用中国专家共识（2017）,"中国老年学和老年医学学会(CAGG,China Association of Gerontology and Geriatrics)",站内免费下载,https://guide.medlive.cn/guideline/14900
中医儿科临床诊疗指南·蛔虫病(修订),中医相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/14893
中医儿科临床诊疗指南·小儿癫痫( 修订),中医相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/14888
腹腔镜超声在肝脏外科的应用专家共识（2017）,中国肝胆外科术中超声学院,站内免费下载,https://guide.medlive.cn/guideline/14832
二维剪切波弹性成像评估慢性乙型肝炎肝纤维化临床应用指南,中华医学会超声医学分会,站内免费下载,https://guide.medlive.cn/guideline/14773
玻璃酸钠在骨科和运动医学相关疾病中的应用专家共识（2017 年修订版）,中国医师协会骨科医师分会,有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/14660
战创伤麻醉指南（2017）,全军麻醉与复苏学专业委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/14658
非酒精性脂肪性肝病中西医结合诊疗共识意见（2017年）,中国中西医结合学会消化系统疾病专业委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/14657
先天性巨结肠的诊断及治疗专家共识,中华医学会小儿外科学分会,有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/14649
经导管动脉灌注化疗药物应用原则—中国肿瘤介入专家共识,中国抗癌协会肿瘤介入专家委员会,站内免费下载,https://guide.medlive.cn/guideline/14642
2017 SIGN国家临床指南：2型糖尿病患者血糖控制的药物管理（154）,"苏格兰校际指南网络(SIGN,Scottish Intercollegiate Guidelines Network)",站内免费下载,https://guide.medlive.cn/guideline/14625
甲状腺及甲状旁腺术中喉上神经外支保护与监测专家共识（2017版）,中国医师协会外科医师分会,站内免费下载,https://guide.medlive.cn/guideline/14601
重症哮喘诊断与处理中国专家共识,中华医学会呼吸病学分会哮喘学组,有解读会员可通过APP阅读,https://guide.medlive.cn/guideline/14590
急性缺血性卒中血管内治疗影像评估中国专家共识,"中国卒中学会(CSA,Chinese Stroke Association)",站内免费下载,https://guide.medlive.cn/guideline/14589
2017 共识声明：围术期肌松监测的应用,国外麻醉相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/14597
2017 ERS声明：α1抗胰蛋白酶缺乏肺部疾病的诊断和治疗,"欧洲呼吸学会(ERS,European Respiratory Society)",第三方数据库下载,https://guide.medlive.cn/guideline/14581
2017 国际帕金森和运动障碍学会震颤工作组共识声明：震颤的分类,国际帕金森和运动障碍学会(International Parkinson and Movement Disorder Society),有解读第三方数据库下载,https://guide.medlive.cn/guideline/14577
2017 NOS临床指导：椎体骨折的有效识别,"英国国家骨质疏松学会(NOS,National Osteoporosis Society)",站内免费下载,https://guide.medlive.cn/guideline/14569
2017 实践指南：内镜超声引导下腹腔神经丛阻滞,国外影像科相关专家小组,站内免费下载,https://guide.medlive.cn/guideline/14697
2017 APTA临床实践指南：膝韧带扭伤膝关节稳定性和运动协调障碍,"美国物理治疗协会(APTA,American Physical Therapy Association)",站内免费下载,https://guide.medlive.cn/guideline/15471
2017 NICE指南：哮喘的诊断，监测以及慢性哮喘的管理（NG.80）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/14588
2017 EANO指南：室管膜肿瘤的诊断和治疗,"欧洲神经肿瘤协会(EANO,European Association for Neuro-Oncology)",第三方数据库下载,https://guide.medlive.cn/guideline/14575
中国慢性胃炎共识意见（2017年，上海）,"中华医学会消化病学分会(CSGE,Chinese Society Of Gastroenterology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/14691
2017 CHEST指南：结核病和其他慢性感染引起的咳嗽,"美国胸科医师学会(ACCP,American College of Chest Physicians)",第三方数据库下载,https://guide.medlive.cn/guideline/14583
2017 AAAAI/ACAAI临床指南：药物治疗季节性过敏性鼻炎,"美国过敏、哮喘和免疫学会(AAAAI,American Academy of Allergy, Asthma and Immunology)",站内免费下载,https://guide.medlive.cn/guideline/14850
2017 UAA-AAUS指南：尿路感染,"亚洲泌尿协会(UAA,Urological Association of Asia)",站内免费下载,https://guide.medlive.cn/guideline/15272
2017 加拿大HIV暴露前预防和非职业性暴露后预防指南,国外感染病相关专家组（统称）,有解读站内免费下载,https://guide.medlive.cn/guideline/14554
2017 ESR超声工作组最佳实践建议：超声检查中感染的预防和控制,"欧洲放射学会(ESR,European Society of Radiology)",站内免费下载,https://guide.medlive.cn/guideline/14553
2017 AANEM政策声明：远端对称性多发性神经病的电生理诊断,"美国神经肌肉&电生理诊断医学协会(AANEM,American Association of Neuromuscular & Electrodiagnostic Medicine)",站内免费下载,https://guide.medlive.cn/guideline/14550
2017 美国常见不良反应术语评定标准（CTCAE）5.0版,"美国卫生和公共服务部(HHS,U.S. Department of Health and Human Services)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/18315
非免疫性胎儿水肿临床指南,中华医学会围产医学分会胎儿医学学组,站内免费下载,https://guide.medlive.cn/guideline/14551
2017 美国花生过敏预防指南,"国家过敏与传染性疾病研究所(NIAID,National Institute of Allergy and Infection Disease)",站内免费下载,https://guide.medlive.cn/guideline/14544
2017 WHO指南：碘甲状腺阻断,"世界卫生组织(WHO,The World Health Organization)",站内免费下载,https://guide.medlive.cn/guideline/14587
2017 国际共识：边缘可切除的胰腺导管腺癌的定义和标准,"国际胰腺病协会(IAP,International Association of Pancreatology)",有解读有翻译站内免费下载,https://guide.medlive.cn/guideline/14585
2017 ERS官方声明：运动期间肺血流动力学,"欧洲呼吸学会(ERS,European Respiratory Society)",第三方数据库下载,https://guide.medlive.cn/guideline/14532
2017 SITC共识建议：免疫系统反制点抑制剂相关毒性的管理,"肿瘤免疫治疗学会(SITC,Society for Immunotherapy of Cancer)",有解读站内免费下载,https://guide.medlive.cn/guideline/14523
2017 ACP/CDC最佳实践建议：乙肝疫苗接种，筛查以及护理,"美国医师协会(ACP,American College of Physicians)",站内免费下载,https://guide.medlive.cn/guideline/14517
发热待查诊治专家共识,《中华传染病杂志》编辑委员会,会员可通过APP阅读,https://guide.medlive.cn/guideline/15134
泌尿男生殖系统肿瘤多学科团队综合诊治组织与实施规范中国专家共识,"中国抗癌协会(CACA,Chinese Anti-cancer Association)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/14618
腹腔镜腹股沟疝手术操作指南（2017版）,中华医学会外科学分会疝和腹壁外科学组,站内免费下载,https://guide.medlive.cn/guideline/14568
老年患者家庭营养管理中国专家共识（2017 版）,中国老年医学学会营养与食品安全分会,站内免费下载,https://guide.medlive.cn/guideline/14564
恶性胸膜间皮瘤诊疗共识（试行）,浙江省抗癌协会肺癌专业委员会,站内免费下载,https://guide.medlive.cn/guideline/14562
2017 WHO指南：医疗卫生机构中耐碳青霉烯类肠杆菌，鲍曼不动杆菌和铜绿假单胞菌的预防和控制,"世界卫生组织(WHO,The World Health Organization)",有解读站内免费下载,https://guide.medlive.cn/guideline/14543
肿瘤放化疗相关中性粒细胞减少症规范化管理指南,"中国临床肿瘤学会(CSCO,Chinese Society of Clinical Oncology)",有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/14524
激素耐药型肾病综合征诊治循证指南2016,中华医学会儿科学分会肾脏病学组,有解读有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/14521
眩晕诊治多学科专家共识,中华医学会神经病学分会,有解读有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/14487
